1,0,1,0,114,92,149,550.0,68,5,89,93,1910.0
1,0,1,0,142,101,187,667.5,79,5,114,118,2380.0
1,0,1,0,149,100,195,689.0,86,2,165,167,2466.0
1,0,1,0,156,107,190,696.5,86,7,116,122,2496.0
1,0,1,0,150,93,166,621.5,73,2,76,79,2196.0
1,0,1,0,122,84,144,536.0,68,4,90,94,1854.0
1,0,1,0,120,98,158,583.0,71,4,80,84,2042.0
1,0,1,0,118,78,140,515.0,64,3,63,66,1770.0
1,0,1,0,117,89,136,522.5,68,3,93,96,1800.0
1,0,1,0,123,81,139,522.5,65,2,58,60,1800.0
1,0,1,0,124,99,142,556.5,69,2,72,74,1936.0
1,0,1,0,99,67,113,425.5,56,2,53,55,1412.0
1,0,1,0,130,107,158,606.5,75,3,113,116,2136.0
1,0,1,0,131,87,163,587.5,72,3,84,86,2060.0
1,0,1,0,131,97,172,620.5,69,4,111,115,2192.0
1,0,1,0,108,83,144,520.5,62,2,59,61,1792.0
1,0,1,0,130,88,147,556.0,68,4,76,80,1934.0
1,0,1,0,127,97,146,564.5,68,4,85,89,1968.0
1,0,1,0,111,84,138,513.0,65,2,102,104,1762.0
1,0,1,0,137,99,166,617.5,76,3,95,98,2180.0
1,0,1,0,104,92,126,494.0,62,1,33,34,1686.0
1,0,1,0,125,87,134,523.5,66,3,86,89,1804.0
1,0,1,0,114,76,125,478.0,61,2,42,44,1622.0
1,0,1,0,157,104,193,699.0,83,12,103,111,2506.0
1,0,1,0,106,62,116,431.0,55,1,51,53,1434.0
1,0,1,0,144,123,180,688.5,73,4,81,84,2464.0
1,0,1,0,112,76,130,486.0,61,2,74,76,1654.0
1,0,1,0,105,75,135,487.5,60,1,45,46,1660.0
1,0,1,0,125,88,151,559.0,66,5,51,55,1946.0
1,0,1,0,134,99,142,566.5,66,3,58,60,1976.0
1,0,1,0,114,87,150,544.5,64,2,96,97,1888.0
1,0,1,0,116,82,135,509.0,63,2,74,76,1746.0
1,0,1,0,102,84,123,474.0,58,2,94,97,1606.0
1,0,1,0,140,103,169,632.5,72,6,96,102,2240.0
1,0,1,0,126,85,144,541.5,64,1,35,37,1876.0
1,0,1,0,145,97,167,624.5,71,1,54,55,2208.0
1,0,1,0,125,68,134,495.0,60,2,46,48,1690.0
1,0,1,0,119,92,132,521.0,65,3,29,33,1794.0
1,0,1,0,125,86,143,540.0,63,3,60,63,1870.0
1,0,1,0,107,74,119,456.0,58,1,33,34,1534.0
1,0,1,0,128,84,153,560.0,65,4,62,64,1950.0
1,0,1,0,126,99,136,546.5,61,4,130,134,1896.0
1,0,1,0,156,102,164,637.0,71,6,182,188,2258.0
1,0,1,0,159,108,185,691.0,77,9,165,173,2474.0
1,0,1,0,148,93,164,615.5,70,5,106,111,2172.0
1,0,1,0,122,86,145,541.0,62,3,57,59,1874.0
1,0,1,0,102,66,104,409.0,57,1,35,37,1346.0
1,0,1,0,103,81,106,436.5,55,2,42,44,1456.0
1,0,1,0,122,75,148,530.5,60,2,48,50,1832.0
1,0,1,0,113,83,134,505.5,59,2,93,95,1732.0
1,0,1,0,127,98,145,564.0,65,5,58,61,1966.0
1,0,1,0,143,96,164,615.0,67,5,79,84,2170.0
1,0,1,0,154,119,163,658.5,76,13,107,117,2344.0
1,0,1,0,116,81,135,507.5,60,3,80,82,1740.0
1,0,1,0,119,86,131,510.0,61,2,88,89,1750.0
1,0,1,0,130,100,144,568.0,63,6,42,46,1982.0
1,0,1,0,93,74,120,444.0,54,2,29,30,1486.0
1,0,1,0,143,111,161,631.5,69,7,133,139,2236.0
1,0,1,0,111,84,124,485.0,57,2,84,86,1650.0
1,0,1,0,123,80,152,547.0,60,2,91,93,1898.0
1,0,1,0,103,79,131,483.5,57,1,47,48,1644.0
1,0,1,0,135,92,147,567.0,64,3,111,114,1978.0
1,0,1,0,108,68,114,438.0,55,2,47,49,1462.0
1,0,1,0,142,86,163,597.0,67,3,56,59,2098.0
1,0,1,0,134,92,140,552.0,60,2,62,64,1918.0
1,0,1,0,145,110,184,678.0,71,6,89,94,2422.0
1,0,1,0,136,76,140,530.0,61,3,48,50,1830.0
1,0,1,0,144,94,164,613.0,67,3,136,139,2162.0
1,0,1,0,123,91,122,503.5,57,2,82,83,1724.0
1,0,1,0,142,93,166,613.5,68,6,90,94,2164.0
1,0,1,0,96,65,116,425.5,53,1,32,33,1412.0
1,0,1,0,127,84,152,557.0,63,2,81,83,1938.0
1,0,1,0,103,74,130,474.0,58,6,69,74,1606.0
1,0,1,0,132,95,153,580.5,64,2,49,51,2032.0
